epoch,loss,val_acc,test_acc,epoch_time_s
1947,0.0123,0.7640,0.7760,0.045
1948,0.0159,0.7780,0.7870,0.042
1949,0.0125,0.7820,0.7960,0.040
1950,0.0128,0.7600,0.7840,0.032
1951,0.0167,0.7640,0.7920,0.026
1952,0.0175,0.7740,0.7880,0.038
1953,0.0109,0.7740,0.7760,0.032
1954,0.0093,0.7540,0.7620,0.030
1955,0.0278,0.7740,0.7760,0.032
1956,0.0120,0.7660,0.7760,0.029
1957,0.0137,0.7640,0.7690,0.041
1958,0.0100,0.7640,0.7790,0.039
1959,0.0134,0.7840,0.7850,0.030
1960,0.0105,0.7820,0.7830,0.030
1961,0.0152,0.7760,0.7720,0.042
1962,0.0122,0.7620,0.7730,0.028
1963,0.0124,0.7580,0.7790,0.034
1964,0.0107,0.7560,0.7710,0.036
1965,0.0122,0.7520,0.7660,0.034
1966,0.0191,0.7680,0.7840,0.036
1967,0.0159,0.7760,0.7820,0.030
1968,0.0193,0.7660,0.7780,0.030
1969,0.0129,0.7680,0.7810,0.032
1970,0.0083,0.7760,0.7810,0.028
1971,0.0136,0.7680,0.7760,0.032
1972,0.0143,0.7660,0.7750,0.032
1973,0.0153,0.7620,0.7730,0.031
1974,0.0079,0.7600,0.7690,0.031
1975,0.0130,0.7620,0.7680,0.035
1976,0.0239,0.7720,0.7710,0.023
1977,0.0156,0.7660,0.7760,0.046
1978,0.0091,0.7660,0.7750,0.044
1979,0.0130,0.7600,0.7680,0.027
1980,0.0118,0.7600,0.7620,0.037
1981,0.0216,0.7600,0.7730,0.037
1982,0.0081,0.7680,0.7800,0.036
1983,0.0156,0.7800,0.7850,0.036
1984,0.0174,0.7700,0.7810,0.024
1985,0.0112,0.7660,0.7840,0.040
1986,0.0129,0.7600,0.7750,0.030
1987,0.0133,0.7640,0.7780,0.038
1988,0.0165,0.7700,0.7850,0.032
1989,0.0120,0.7640,0.7740,0.040
1990,0.0076,0.7660,0.7730,0.035
1991,0.0135,0.7720,0.7760,0.033
1992,0.0141,0.7760,0.7840,0.026
1993,0.0126,0.7640,0.7820,0.038
1994,0.0154,0.7640,0.7830,0.033
1995,0.0085,0.7680,0.7880,0.029
1996,0.0093,0.7680,0.7790,0.040
1997,0.0093,0.7680,0.7810,0.036
1998,0.0116,0.7760,0.7820,0.039
1999,0.0100,0.7640,0.7800,0.035
2000,0.0115,0.7680,0.7710,0.036
