.,3.987823963,
.,2.713423729,
.,2.673819542,
.,2.866967678,
.,2.644076586,
.,2.690504074,
.,2.946534395,
.,2.773873329,
.,2.639402628,
.,2.688849926,
.,2.622066498,
.,2.707961082,
.,2.928861141,
.,2.550155878,
.,3.008216143,
.,2.694626331,
.,2.940842390,
.,3.942390442,
.,2.682887554,
.,2.693356514,
.,2.717066288,
.,2.769253492,
.,2.690205336,
.,2.821972132,
.,2.532833099,
.,2.620966196,
.,2.592814445,
.,3.139674664,
.,2.616129160,
.,2.839983463,
.,3.222797632,
.,2.586510181,
.,2.729441166,
.,2.724829912,
.,2.567630291,
.,2.638876915,
.,2.580727577,
.,2.590938807,
.,2.587818146,
.,2.529111385,
>,12.675,
-,0.029933432588273214,
MAX REWD: 12.675 MODEL_ID: 22,
.,2.519701004,
.,2.505363941,
.,2.969402075,
.,2.618351460,
.,2.880418777,
.,2.986848831,
.,2.512588263,
.,2.625934839,
.,3.347874165,
.,2.480543137,
.,3.039289951,
.,2.490678549,
.,2.442879200,
.,2.484668970,
.,2.569880247,
.,2.704536200,
.,2.566879511,
.,2.464231014,
.,2.946080685,
.,2.489870787,
.,2.919287920,
.,2.461697102,
.,2.511584044,
.,2.556703568,
.,2.658030748,
.,2.442419529,
.,2.905588627,
.,2.487594366,
.,2.453327417,
.,2.482117176,
.,2.490825176,
.,2.539326906,
.,2.616133690,
.,2.959651470,
.,2.617762327,
.,2.497033596,
.,3.485720158,
.,2.517563105,
.,3.976336956,
.,2.373218536,
>,11.4125,
-,0.02449513017825978,
MAX REWD: 12.675 MODEL_ID: 22,
.,2.842834234,
.,2.483406544,
.,2.389829159,
.,2.480602980,
.,2.509466410,
.,2.560218334,
.,2.608492136,
.,2.359342098,
.,2.342379093,
.,3.192986488,
.,2.468629599,
.,2.432980537,
.,2.382004976,
.,2.603411913,
.,2.408608198,
.,3.242294788,
.,2.706817389,
.,2.711561918,
.,2.427829027,
.,3.113881826,
.,3.295222998,
.,2.386974335,
.,2.378072739,
.,2.456860781,
.,3.521018744,
.,2.812425613,
.,2.587355137,
.,2.343203068,
.,2.382102489,
.,3.079171181,
.,2.410168171,
.,2.497635841,
.,2.428350210,
.,2.696107864,
.,2.332002163,
.,2.871040344,
.,2.375317574,
.,2.762897968,
.,2.817200184,
.,2.310486794,
>,12.55,
-,0.020044857891939702,
MAX REWD: 12.675 MODEL_ID: 22,
.,2.957691193,
.,2.385470629,
.,2.325077772,
.,2.400312424,
.,3.400751591,
.,2.418622732,
.,2.349486113,
.,2.519970417,
.,2.246660471,
.,2.267483711,
.,2.269361734,
.,2.992507458,
.,2.430709124,
.,2.598488808,
.,2.228120327,
.,2.317220926,
.,3.878612518,
.,2.271459579,
.,2.439732313,
.,2.605321884,
.,2.902219296,
.,2.471811295,
.,2.215113640,
.,2.177857161,
.,2.804940224,
.,2.615695953,
.,2.245348930,
.,2.333431244,
.,2.297167540,
.,2.195609570,
.,2.550187111,
.,3.195586205,
.,2.343352318,
.,2.221239567,
.,2.326910257,
.,3.231605530,
.,2.180210114,
.,2.297928810,
.,2.367258310,
.,2.247528791,
>,10.5,
-,0.0164031105360144,
MAX REWD: 12.675 MODEL_ID: 22,
.,2.964679718,
.,2.353454590,
.,2.184412241,
.,2.225573540,
.,2.368527412,
.,3.263253450,
.,2.268574476,
.,2.367660999,
.,2.826264143,
.,2.183222294,
.,2.192006111,
.,2.184006214,
.,2.316566467,
.,2.222203732,
.,2.448311329,
.,2.283147097,
.,2.214297771,
.,2.658324003,
.,2.164747715,
.,2.283728600,
.,2.314027548,
.,2.149177790,
.,2.669025421,
.,2.238884211,
.,2.205998421,
.,2.532852173,
.,2.165550709,
.,2.206730127,
.,2.175193310,
.,2.467476606,
.,2.185688019,
.,2.723271370,
.,2.124021053,
.,2.078008890,
.,2.259346485,
.,2.388314009,
.,2.368277550,
.,2.224894524,
>,13.225,
-,0.013558238831322046,
MAX REWD: 13.225 MODEL_ID: 26,
